Produto;Preáo;Pgto.;Nß Parcelas;Parcelamento;Data;Cliente;E-mail;DDD;Estado;Regi∆o;Telefone
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;22/02/2020;Janaina Martins;janaina@hotmail.com;11;S∆o Paulo;Sudeste;988200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;22/02/2020;Hideyuki Martins;hideyuki@gmail.com;19;S∆o Paulo;Sudeste;989100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;22/02/2020;Mercia Martins;mercia@hotmail.com;61;Distrito Federal;Centro-Oeste;985000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;22/02/2020;Drielle Martins;drielle@gmail.com;31;Minas Gerais;Sudeste;995400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;23/02/2020;Taynara Martins;taynara@gmail.com;11;S∆o Paulo;Sudeste;968200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;23/02/2020;Marconi Martins;marconi@yahoo.com.br;31;Minas Gerais;Sudeste;999300000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;23/02/2020;Selimar Martins;selimar@gmail.com;34;Minas Gerais;Sudeste;991300000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;23/02/2020;Danillo Martins;danillo@gmail.com;11;S∆o Paulo;Sudeste;973400000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;23/02/2020;Maxsuell Martins;maxsuell@gmail.com;31;Minas Gerais;Sudeste;988900000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;23/02/2020;Rafael Martins;rafael@gmail.com;91;Par†;Norte;981800000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;23/02/2020;Geurlin Martins;geurlin@yahoo.com;47;Santa Catarina;Sul;997700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;23/02/2020;Daise Martins;daise@gmail.com;11;S∆o Paulo;Sudeste;981400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;23/02/2020;Claudineia Martins;claudineia@gmail.com;31;Minas Gerais;Sudeste;992000000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;24/02/2020;Marilice Martins;marilice@gmail.com;41;Paran†;Sul;988000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;24/02/2020;Kleyber Martins;kleyber@gmail.com;62;Goi†s;Centro-Oeste;991200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;24/02/2020;Erick Martins;erick@gmail.com;84;Rio Grande do Norte;Nordeste;988000000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;24/02/2020;Wladson Martins;wladson@outlook.com;85;Cear†;Nordeste;981800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/02/2020;Sek Martins;sek@gmail.com;71;Bahia;Nordeste;986000000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;25/02/2020;James Martins;james@gmail.com;88;Cear†;Nordeste;994400000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;25/02/2020;Gabriele Martins;gabriele@gmail.com;55;Rio Grande do Sul;Sul;996500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/02/2020;Valber Martins;valber@gmail.com;86;Piau°;Nordeste;998400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;25/02/2020;Kellen Martins;kellen@outlook.com;11;S∆o Paulo;Sudeste;981200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;25/02/2020;Andson Martins;andson@gmail.com;84;Rio Grande do Norte;Nordeste;999500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;25/02/2020;Sivanildo Martins;sivanildo@gmail.com;11;S∆o Paulo;Sudeste;967400000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;25/02/2020;Eduardo Martins;eduardo@hotmail.com;11;S∆o Paulo;Sudeste;994900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;25/02/2020;Gloria Martins;gloria@hotmail.com;67;Mato Grosso do Sul;Centro-Oeste;999400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;26/02/2020;Maur°lio Martins;maurilio@gmail.com;61;Distrito Federal;Centro-Oeste;981100000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;26/02/2020;Danilla Martins;danilla@hotmail.com;11;S∆o Paulo;Sudeste;942100000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;26/02/2020;Tereza Martins;tereza@gmail.com;21;Rio de Janeiro;Sudeste;988700000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;26/02/2020;Lenise Martins;lenise@gmail.com;41;Paran†;Sul;999200000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;27/02/2020;Eleciana Martins;eleciana@gmail.com;27;Esp°rito Santo;Sudeste;998300000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;27/02/2020;Franciano Martins;franciano@hotmail.com;31;Minas Gerais;Sudeste;995100000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;27/02/2020;Kelly Martins;kelly@hotmail.com;14;S∆o Paulo;Sudeste;997200000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;27/02/2020;Natania Martins;natania@hotmail.com;21;Rio de Janeiro;Sudeste;999500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;27/02/2020;DÉndara Martins;dandara@hotmail.com;84;Rio Grande do Norte;Nordeste;991300000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;27/02/2020;Gilvanildo Martins;gilvanildo@outlook.com;13;S∆o Paulo;Sudeste;988400000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;27/02/2020;Otaviano Martins;otaviano@gmail.com;21;Rio de Janeiro;Sudeste;985500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;28/02/2020;Carlecto Martins;carlecto@gmail.com;94;Par†;Norte;992000000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;28/02/2020;Danielle Martins;danielle@gmail.com;11;S∆o Paulo;Sudeste;939200000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;28/02/2020;Cileia Martins;cileia@gmail.com;12;S∆o Paulo;Sudeste;981400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;28/02/2020;VenÉncio Martins;venancio@gmail.com;17;S∆o Paulo;Sudeste;992100000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;28/02/2020;Kayo Martins;kayo@hotmail.com;61;Distrito Federal;Centro-Oeste;983800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;28/02/2020;Jordeane Martins;jordeane@gmail.com;92;Amazonas;Norte;993300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;28/02/2020;Ad∆o Martins;adao@outlook.com;11;S∆o Paulo;Sudeste;951300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;28/02/2020;Allisson Martins;allisson@gmail.com;42;Paran†;Sul;999300000
Produto C;R$ 2.000;Cart∆o de Credito;2;Parcelado;29/02/2020;Nathacha Martins;nathacha@gmail.com;82;Alagoas;Nordeste;996200000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;29/02/2020;Adenilson Martins;adenilson@gmail.com;33;Minas Gerais;Sudeste;984000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;29/02/2020;Angelo Martins;angelo@gmail.com;11;S∆o Paulo;Sudeste;984800000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;29/02/2020;Marilea Martins;marilea@hotmail.com;12;S∆o Paulo;Sudeste;988000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;29/02/2020;Andr?ia Martins;andr?ia@gmail.com;11;S∆o Paulo;Sudeste;943900000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;01/03/2020;Eudson Martins;eudson@gmail.com;62;Goi†s;Centro-Oeste;992400000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;01/03/2020;Berto Martins;berto@gmail.com;85;Cear†;Nordeste;996300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;01/03/2020;Rogerio Martins;rogerio@gmail.com;75;Bahia;Nordeste;991100000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;01/03/2020;Gisely Martins;gisely@hotmail.com;67;Mato Grosso do Sul;Centro-Oeste;999900000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;01/03/2020;Artemio Martins;artemio@gmail.com;31;Minas Gerais;Sudeste;991900000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;01/03/2020;Gino Martins;gino@gmail.com;13;S∆o Paulo;Sudeste;981600000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;02/03/2020;Rosivaldo Martins;rosivaldo@gmail.com;98;Maranh∆o;Nordeste;988200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;02/03/2020;Matias Martins;matias@gmail.com;62;Goi†s;Centro-Oeste;991700000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;02/03/2020;Vivien Martins;vivien@hotmail.com;11;S∆o Paulo;Sudeste;972800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/03/2020;Lucianne Martins;lucianne@gmail.com;79;Sergipe;Nordeste;998800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;03/03/2020;Cicera Martins;cicera@terra.com.br;11;S∆o Paulo;Sudeste;974100000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;03/03/2020;Narciso Martins;narciso@outlook.com;92;Amazonas;Norte;981900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;04/03/2020;Toane Martins;toane@gmail.com;11;S∆o Paulo;Sudeste;994700000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;04/03/2020;Zulmira Martins;zulmira@gmail.com;11;S∆o Paulo;Sudeste;992900000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;04/03/2020;Teodosio Martins;teodosio@gmail.com;11;S∆o Paulo;Sudeste;991500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;04/03/2020;Andrea Martins;andrea@gmail.com;21;Rio de Janeiro;Sudeste;998300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;05/03/2020;Adelsio Martins;adelsio@gmail.com;41;Paran†;Sul;995800000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;05/03/2020;Herlane Martins;herlane@gmail.com;84;Rio Grande do Norte;Nordeste;999000000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;05/03/2020;Egon Martins;egon@hotmail.com;93;Par†;Norte;992400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;05/03/2020;Sthefany Martins;sthefany@gmail.com;11;S∆o Paulo;Sudeste;977300000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;05/03/2020;Giseli Martins;giseli@hotmail.com;21;Rio de Janeiro;Sudeste;972300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;05/03/2020;Misael Martins;misael@gmail.com;16;S∆o Paulo;Sudeste;992100000
Produto A;R$ 500;Cart∆o de Credito;8;Parcelado;05/03/2020;Geane Martins;geane@hotmail.com;82;Alagoas;Nordeste;991900000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;06/03/2020;Claudiane Martins;claudiane@gmail.com;21;Rio de Janeiro;Sudeste;987600000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;06/03/2020;Natyele Martins;natyele@gmail.com;21;Rio de Janeiro;Sudeste;980500000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;06/03/2020;Gisleia Martins;gisleia@gmail.com;31;Minas Gerais;Sudeste;986500000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;06/03/2020;Renata Martins;renata@gmail.com;21;Rio de Janeiro;Sudeste;976700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;06/03/2020;Valdirene Martins;valdirene@gmail.com;11;S∆o Paulo;Sudeste;947400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;07/03/2020;Alexsandra Martins;alexsandra@hotmail.com;81;Pernambuco;Nordeste;996100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;07/03/2020;Georgio Martins;georgio@gmail.com;55;Rio Grande do Sul;Sul;996000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;07/03/2020;Uanderson Martins;uanderson@hotmail.com;65;Mato Grosso;Centro-Oeste;996100000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;07/03/2020;Deivson Martins;deivson@yahoo.com.br;71;Bahia;Nordeste;997200000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;07/03/2020;Taila Martins;taila@gmail.com;32;Minas Gerais;Sudeste;998100000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;07/03/2020;Rosilane Martins;rosilane@gmail.com;21;Rio de Janeiro;Sudeste;980500000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;07/03/2020;Udisson Martins;udisson@gmail.com;81;Pernambuco;Nordeste;999800000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;07/03/2020;Vanilson Martins;vanilson@gmail.com;11;S∆o Paulo;Sudeste;992100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;08/03/2020;Estella Martins;estella@hotmail.com;41;Paran†;Sul;988800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;08/03/2020;Damiao Martins;damiao@gmail.com;21;Rio de Janeiro;Sudeste;976300000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;08/03/2020;∂ngela Martins;angela@yahoo.com.br;31;Minas Gerais;Sudeste;988300000
Produto B;R$ 1.000;Cart∆o de Credito;4;Parcelado;08/03/2020;Elden Martins;elden@hotmail.com;19;S∆o Paulo;Sudeste;996600000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;08/03/2020;Rìmulo Martins;romulo@outlook.com;21;Rio de Janeiro;Sudeste;964900000
Produto A;R$ 500;Cart∆o de Credito;4;Parcelado;08/03/2020;Nayara Martins;nayara@gmail.com;31;Minas Gerais;Sudeste;996100000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;08/03/2020;Everton Martins;everton@yahoo.com.br;22;Rio de Janeiro;Sudeste;997400000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;08/03/2020;Livia Martins;livia@hotmail.com;11;S∆o Paulo;Sudeste;985200000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;09/03/2020;Almir Martins;almir@gmail.com;11;S∆o Paulo;Sudeste;950500000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;09/03/2020;Natielisson Martins;natielisson@gmail.com;83;Para°ba;Nordeste;988600000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;09/03/2020;Joanice Martins;joanice@gmail.com;61;Distrito Federal;Centro-Oeste;991000000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;09/03/2020;Eloisa Martins;eloisa@gmail.com;47;Santa Catarina;Sul;999900000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;09/03/2020;Ediney Martins;ediney@gmail.com;44;Paran†;Sul;991500000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;09/03/2020;Thallis Martins;thallis@hotmail.com;18;S∆o Paulo;Sudeste;996600000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;09/03/2020;Nelia Martins;nelia@hotmail.com;31;Minas Gerais;Sudeste;999900000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;10/03/2020;Ivo Martins;ivo@gmail.com;11;S∆o Paulo;Sudeste;996300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;10/03/2020;Maik Martins;maik@gmail.com;11;S∆o Paulo;Sudeste;993100000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;10/03/2020;Rafaella Martins;rafaella@gmail.com;41;Paran†;Sul;999900000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;10/03/2020;Fagner Martins;fagner@gmail.com;81;Pernambuco;Nordeste;999500000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;10/03/2020;Sidrack Martins;sidrack@gmail.com;81;Pernambuco;Nordeste;991500000
Produto C;R$ 2.000;Cart∆o de Credito;8;Parcelado;11/03/2020;Alyne Martins;alyne@hotmail.com;98;Maranh∆o;Nordeste;991000000
Produto B;R$ 1.000;Cart∆o de Credito;5;Parcelado;11/03/2020;Marieli Martins;marieli@hotmail.com;51;Rio Grande do Sul;Sul;997100000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;11/03/2020;Thamiris Martins;thamiris@gmail.com;11;S∆o Paulo;Sudeste;963800000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;11/03/2020;Claydson Martins;claydson@gmail.com;27;Esp°rito Santo;Sudeste;988400000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;11/03/2020;Cilene Martins;cilene@hotmail.com;81;Pernambuco;Nordeste;998900000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;11/03/2020;Beto Martins;beto@gmail.com;48;Santa Catarina;Sul;988300000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;11/03/2020;Cleber Martins;cleber@hotmail.com;61;Distrito Federal;Centro-Oeste;984000000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;11/03/2020;Noemi Martins;noemi@outlook.com;71;Bahia;Nordeste;987600000
Produto B;R$ 1.000;Boleto Banc†rio;1;∑ vista;12/03/2020;Eneas Martins;eneas@yahoo.com.br;86;Piau°;Nordeste;995200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;12/03/2020;Sìnia Martins;sonia@gmail.com;11;S∆o Paulo;Sudeste;963400000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;12/03/2020;Leidiane Martins;leidiane@gmail.com;88;Cear†;Nordeste;988100000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;12/03/2020;Juscelino Martins;juscelino@hotmail.com;98;Maranh∆o;Nordeste;992400000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;13/03/2020;Josivan Martins;josivan@gmail.com;84;Rio Grande do Norte;Nordeste;988100000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;13/03/2020;Andressa Martins;andressa@yahoo.com.br;21;Rio de Janeiro;Sudeste;972700000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;14/03/2020;Rafaely Martins;rafaely@gmail.com;48;Santa Catarina;Sul;999300000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;14/03/2020;Gutemberg Martins;gutemberg@gmail.com;11;S∆o Paulo;Sudeste;993900000
Produto A;R$ 500;Cart∆o de Credito;6;Parcelado;14/03/2020;Ra°za Martins;raiza@gmail.com;19;S∆o Paulo;Sudeste;988900000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;15/03/2020;Graziely Martins;graziely@hotmail.com;11;S∆o Paulo;Sudeste;959500000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;15/03/2020;Elberth Martins;elberth@gmail.com;99;Maranh∆o;Nordeste;991200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/03/2020;Tonny Martins;tonny@gmail.com;81;Pernambuco;Nordeste;984200000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/03/2020;Ruddy Martins;ruddy@hotmail.com;99;Maranh∆o;Nordeste;984000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;15/03/2020;Juliete Martins;juliete@gmail.com;65;Mato Grosso;Centro-Oeste;992300000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;15/03/2020;Esron Martins;esron@gmail.com;91;Par†;Norte;999700000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;15/03/2020;Elisabeth Martins;elisabeth@gmail.com;11;S∆o Paulo;Sudeste;987900000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;16/03/2020;Djheymes Martins;djheymes@hotmail.com;41;Paran†;Sul;995000000
Produto B;R$ 1.000;Cart∆o de Credito;6;Parcelado;16/03/2020;Natalino Martins;natalino@hotmail.com;11;S∆o Paulo;Sudeste;996200000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;16/03/2020;Raunny Martins;raunny@gmail.com;19;S∆o Paulo;Sudeste;991500000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;17/03/2020;Gleiton Martins;gleiton@hotmail.com;85;Cear†;Nordeste;981300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;17/03/2020;Jolano Martins;jolano@hotmail.com;41;Paran†;Sul;996800000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;17/03/2020;Eloisa Martins;eloisa@gmail.com;19;S∆o Paulo;Sudeste;988000000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;17/03/2020;Jozilane Martins;jozilane@hotmail.com;48;Santa Catarina;Sul;991000000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;17/03/2020;Emanuele Martins;emanuele@gmail.com;85;Cear†;Nordeste;997800000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/03/2020;Talissa Martins;talissa@hotmail.com;11;S∆o Paulo;Sudeste;959300000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;17/03/2020;Cezar Martins;cezar@gmail.com;15;S∆o Paulo;Sudeste;991400000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;17/03/2020;Thatiane Martins;thatiane@hotmail.com;27;Esp°rito Santo;Sudeste;988800000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;17/03/2020;Caoe Martins;caoe@gmail.com;11;S∆o Paulo;Sudeste;966900000
Produto B;R$ 1.000;Cart∆o de Credito;7;Parcelado;17/03/2020;Georgiana Martins;georgiana@hotmail.com;34;Minas Gerais;Sudeste;991200000
Produto C;R$ 2.000;Cart∆o de Credito;10;Parcelado;17/03/2020;Denes Martins;denes@hotmail.com;31;Minas Gerais;Sudeste;987000000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;17/03/2020;Marcelle Martins;marcelle@yahoo.com.br;21;Rio de Janeiro;Sudeste;969400000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;18/03/2020;Kathiussia Martins;kathiussia@gmail.com;49;Santa Catarina;Sul;984000000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;18/03/2020;Eneida Martins;eneida@globo.com;21;Rio de Janeiro;Sudeste;980700000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;18/03/2020;Vandes Martins;vandes@hotmail.com;49;Santa Catarina;Sul;991400000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;18/03/2020;Marilucia Martins;marilucia@gmail.com;11;S∆o Paulo;Sudeste;941100000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;18/03/2020;Idacy Martins;idacy@gmail.com;92;Amazonas;Norte;993500000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;18/03/2020;Celia Martins;celia@yahoo.com;21;Rio de Janeiro;Sudeste;985900000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;18/03/2020;Marconi Martins;marconi@yahoo.com.br;31;Minas Gerais;Sudeste;999300000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;18/03/2020;Osiel Martins;osiel@hotmail.com;41;Paran†;Sul;988200000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;19/03/2020;Geane Martins;geane@outlook.com;11;S∆o Paulo;Sudeste;976100000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;19/03/2020;Vitor Martins;vitor@gmail.com;11;S∆o Paulo;Sudeste;979600000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;19/03/2020;Ivani Martins;ivani@terra.com.br;15;S∆o Paulo;Sudeste;991500000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;19/03/2020;Alanna Martins;alanna@outlook.com;86;Piau°;Nordeste;995600000
Produto C;R$ 2.000;Cart∆o de Credito;6;Parcelado;19/03/2020;Rodolfo Martins;rodolfo@gmail.com;61;Distrito Federal;Centro-Oeste;996000000
Produto C;R$ 2.000;Cart∆o de Credito;1;∑ vista;19/03/2020;Mikaela Martins;mikaela@gmail.com;21;Rio de Janeiro;Sudeste;997400000
Produto A;R$ 500;Cart∆o de Credito;3;Parcelado;19/03/2020;Eleciana Martins;eleciana@gmail.com;27;Esp°rito Santo;Sudeste;998300000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;20/03/2020;Juliana Martins;juliana@uol.com.br;11;S∆o Paulo;Sudeste;996300000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;20/03/2020;Geilson Martins;geilson@gmail.com;63;Tocantins;Norte;992000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;20/03/2020;Teresa Martins;teresa@uol.com.br;11;S∆o Paulo;Sudeste;954700000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;20/03/2020;Melvyn Martins;melvyn@gmail.com;82;Alagoas;Nordeste;996500000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;20/03/2020;Claudiana Martins;claudiana@gmail.com;31;Minas Gerais;Sudeste;998000000
Produto A;R$ 500;Cart∆o de Credito;1;∑ vista;20/03/2020;Taylson Martins;taylson@hotmail.com;91;Par†;Norte;988100000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;21/03/2020;Filipi Martins;filipi@gmail.com;21;Rio de Janeiro;Sudeste;998700000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;21/03/2020;Jordana Martins;jordana@gmail.com;31;Minas Gerais;Sudeste;992600000
Produto A;R$ 500;Cart∆o de Credito;10;Parcelado;21/03/2020;Paola Martins;paola@gmail.com;51;Rio Grande do Sul;Sul;983100000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;22/03/2020;Vivianne Martins;vivianne@gmail.com;77;Bahia;Nordeste;988400000
Produto B;R$ 1.000;Cart∆o de Credito;1;∑ vista;22/03/2020;Lucca Martins;lucca@hotmail.com;41;Paran†;Sul;992200000
Produto B;R$ 1.000;Cart∆o de Credito;2;Parcelado;22/03/2020;Larissa Martins;larissa@gmail.com;11;S∆o Paulo;Sudeste;987300000
Produto C;R$ 2.000;Boleto Banc†rio;1;∑ vista;22/03/2020;Joseli Martins;joseli@outlook.com.br;66;Mato Grosso;Centro-Oeste;996200000
Produto B;R$ 1.000;Cart∆o de Credito;10;Parcelado;22/03/2020;Jhoe Martins;jhoe@gmail.com;44;Paran†;Sul;999300000
Produto A;R$ 500;Cart∆o de Credito;12;Parcelado;22/03/2020;Luna Martins;luna@gmail.com;11;S∆o Paulo;Sudeste;996100000
Produto B;R$ 1.000;Cart∆o de Credito;12;Parcelado;22/03/2020;Marlus Martins;marlus@hotmail.com;41;Paran†;Sul;998800000
Produto C;R$ 2.000;Cart∆o de Credito;12;Parcelado;23/03/2020;Welliton Martins;welliton@gmail.com;35;Minas Gerais;Sudeste;999200000
Produto C;R$ 2.000;Cart∆o de Credito;3;Parcelado;23/03/2020;Kleberdon Martins;kleberdon@gmail.com;21;Rio de Janeiro;Sudeste;992600000
Produto C;R$ 2.000;Cart∆o de Credito;4;Parcelado;23/03/2020;Kaique Martins;kaique@outlook.com;24;Rio de Janeiro;Sudeste;992500000
Produto A;R$ 500;Cart∆o de Credito;5;Parcelado;24/03/2020;Marcos Martins;marcos@gmail.com;35;Minas Gerais;Sudeste;999500000
Produto A;R$ 500;Boleto Banc†rio;1;∑ vista;24/03/2020;Sarita Martins;sarita@gmail.com;11;S∆o Paulo;Sudeste;997800000
